
[Name]
TestLine4

[Data]
Velocity u.Gradient X [ s^-1 ], Velocity u.Gradient Y [ s^-1 ], Velocity u.Gradient Z [ s^-1 ], Velocity v [ m s^-1 ], Velocity v.Gradient X [ s^-1 ], Velocity v.Gradient Y [ s^-1 ], Velocity v.Gradient Z [ s^-1 ], Wall Shear [ Pa ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ], X [ m ], Y [ m ], Z [ m ]
3.55749512e+00, 7.90830016e-01, 5.95979691e+00, -2.10016873e-02, 7.83449292e-01, 4.43868399e+00, 3.25222301e+00, null, null, null, null, 1.29999995e+00, 1.84343420e-02, 0.00000000e+00
4.06160116e+00, 5.21980166e-01, 6.11431122e+00, -2.41920501e-02, 6.96944118e-01, 2.51813126e+00, 3.29941368e+00, null, null, null, null, 1.29999995e+00, 1.79292914e-02, 0.00000000e+00
4.61329317e+00, -2.87115425e-01, 6.61194134e+00, -2.45974157e-02, 6.43094778e-01, -6.70637071e-01, 3.95644617e+00, null, null, null, null, 1.29999995e+00, 1.74242407e-02, 0.00000000e+00
5.13435173e+00, -1.54393005e+00, 7.14165831e+00, -2.42686030e-02, 6.02803588e-01, -3.76615381e+00, 4.63690233e+00, null, null, null, null, 1.29999995e+00, 1.69191901e-02, 0.00000000e+00
5.50277138e+00, -5.14059114e+00, 7.84170246e+00, -2.01130267e-02, 6.47022188e-01, -6.38885784e+00, 5.41019297e+00, null, null, null, null, 1.29999995e+00, 1.64141394e-02, 0.00000000e+00
5.78140068e+00, -9.20811272e+00, 8.57725906e+00, -1.56178782e-02, 6.98123693e-01, -8.46084499e+00, 6.01193857e+00, null, null, null, null, 1.29999995e+00, 1.59090888e-02, 0.00000000e+00
5.64489460e+00, -1.53921738e+01, 9.46496773e+00, -9.55802761e-03, 7.73830473e-01, -8.03825283e+00, 5.80460215e+00, null, null, null, null, 1.29999995e+00, 1.54040381e-02, 0.00000000e+00
5.36910200e+00, -2.07021809e+01, 1.00874023e+01, -4.11845464e-03, 8.38505745e-01, -7.22293758e+00, 5.41495895e+00, null, null, null, null, 1.29999995e+00, 1.48989875e-02, 0.00000000e+00
4.52921581e+00, -2.24287109e+01, 9.62921333e+00, -1.15664909e-03, 8.48502934e-01, -4.83437824e+00, 4.27283907e+00, null, null, null, null, 1.29999995e+00, 1.43939368e-02, 0.00000000e+00
3.65437889e+00, -2.26676788e+01, 8.83699703e+00, 1.16364809e-03, 8.37644100e-01, -2.70306993e+00, 3.19595623e+00, null, null, null, null, 1.29999995e+00, 1.38888862e-02, 0.00000000e+00
2.65725470e+00, -1.75430260e+01, 6.85541916e+00, 1.20349927e-03, 7.49759972e-01, -1.47524202e+00, 2.33886337e+00, null, null, null, null, 1.29999995e+00, 1.33838356e-02, 0.00000000e+00
1.78441620e+00, -1.24515972e+01, 4.95890951e+00, 1.24609983e-03, 6.50506973e-01, -5.51255107e-01, 1.63888478e+00, null, null, null, null, 1.29999995e+00, 1.28787849e-02, 0.00000000e+00
1.30919909e+00, -7.48677111e+00, 3.34202576e+00, 1.28552283e-03, 5.17882526e-01, -5.79519928e-01, 1.43542266e+00, null, null, null, null, 1.29999995e+00, 1.23737343e-02, 0.00000000e+00
9.53334332e-01, -3.35057282e+00, 1.97311223e+00, 1.41128665e-03, 3.90835464e-01, -6.25648916e-01, 1.27711248e+00, null, null, null, null, 1.29999995e+00, 1.18686836e-02, 0.00000000e+00
9.37801361e-01, -1.63224483e+00, 1.31741869e+00, 1.77303120e-03, 2.82862425e-01, -7.22183168e-01, 1.24946952e+00, null, null, null, null, 1.29999995e+00, 1.13636330e-02, 0.00000000e+00
9.56886768e-01, -2.15917096e-01, 7.57603049e-01, 2.14791857e-03, 1.86068803e-01, -8.04483771e-01, 1.22196424e+00, null, null, null, null, 1.29999995e+00, 1.08585823e-02, 0.00000000e+00
1.06406951e+00, 4.04257804e-01, 4.47095335e-01, 2.54859566e-03, 1.18894041e-01, -8.51999283e-01, 1.19561708e+00, null, null, null, null, 1.29999995e+00, 1.03535317e-02, 0.00000000e+00
1.17165816e+00, 9.91586506e-01, 1.54648498e-01, 2.98162363e-03, 6.74766302e-02, -9.15857077e-01, 1.17342699e+00, null, null, null, null, 1.29999995e+00, 9.84848104e-03, 0.00000000e+00
1.27978218e+00, 1.50071645e+00, -9.33639929e-02, 3.48357693e-03, 5.23224883e-02, -1.01922846e+00, 1.16060698e+00, null, null, null, null, 1.29999995e+00, 9.34343040e-03, 0.00000000e+00
1.37641859e+00, 1.90002918e+00, -3.05034816e-01, 4.03954880e-03, 6.11767396e-02, -1.13014889e+00, 1.13758230e+00, null, null, null, null, 1.29999995e+00, 8.83837976e-03, 0.00000000e+00
1.44888461e+00, 2.06501293e+00, -4.38227743e-01, 4.70679766e-03, 1.20154172e-01, -1.25909615e+00, 1.09268570e+00, null, null, null, null, 1.29999995e+00, 8.33332911e-03, 0.00000000e+00
1.49135184e+00, 1.94406724e+00, -4.95940506e-01, 5.42191509e-03, 2.06310928e-01, -1.34539902e+00, 1.02346206e+00, null, null, null, null, 1.29999995e+00, 7.82827847e-03, 0.00000000e+00
1.47646618e+00, 1.26842320e+00, -4.07380581e-01, 6.22855686e-03, 3.43663633e-01, -1.35180116e+00, 9.07536149e-01, null, null, null, null, 1.29999995e+00, 7.32322782e-03, 0.00000000e+00
1.42416251e+00, 4.27206486e-01, -2.83875287e-01, 6.99174311e-03, 4.94419456e-01, -1.28921795e+00, 7.79029489e-01, null, null, null, null, 1.29999995e+00, 6.81817718e-03, 0.00000000e+00
1.30634522e+00, -7.04157770e-01, -9.95407328e-02, 7.68078538e-03, 6.66556954e-01, -1.10744584e+00, 6.28886998e-01, null, null, null, null, 1.29999995e+00, 6.31312653e-03, 0.00000000e+00
1.16246367e+00, -1.64259136e+00, 2.18223594e-02, 8.26072693e-03, 8.28157544e-01, -9.24480319e-01, 5.02318263e-01, null, null, null, null, 1.29999995e+00, 5.80807589e-03, 0.00000000e+00
9.75843251e-01, -2.26180744e+00, 3.93231586e-02, 8.66760500e-03, 9.69917297e-01, -7.40840673e-01, 4.14240927e-01, null, null, null, null, 1.29999995e+00, 5.30302525e-03, 0.00000000e+00
7.65625119e-01, -2.60689950e+00, -2.96243802e-02, 9.03491490e-03, 1.09059691e+00, -6.23112679e-01, 3.59651715e-01, null, null, null, null, 1.29999995e+00, 4.79797460e-03, 0.00000000e+00
5.18686533e-01, -2.54024410e+00, -2.28558034e-01, 9.34672076e-03, 1.17792058e+00, -6.03293955e-01, 3.54538143e-01, null, null, null, null, 1.29999995e+00, 4.29292396e-03, 0.00000000e+00
2.44642168e-01, -2.40030003e+00, -4.59489614e-01, 9.69742611e-03, 1.24649227e+00, -5.84229112e-01, 3.55062872e-01, null, null, null, null, 1.29999995e+00, 3.78787331e-03, 0.00000000e+00
-6.75486848e-02, -2.15842748e+00, -7.35130012e-01, 1.01031596e-02, 1.28817713e+00, -5.64932287e-01, 3.62496078e-01, null, null, null, null, 1.29999995e+00, 3.28282267e-03, 0.00000000e+00
-3.77438158e-01, -1.92685354e+00, -9.79883611e-01, 1.04480963e-02, 1.30581129e+00, -4.85358298e-01, 3.59048933e-01, null, null, null, null, 1.29999995e+00, 2.77777202e-03, 0.00000000e+00
-6.83656633e-01, -1.70517993e+00, -1.18619859e+00, 1.07162446e-02, 1.29150391e+00, -3.29075634e-01, 3.41453254e-01, null, null, null, null, 1.29999995e+00, 2.27272138e-03, 0.00000000e+00
-9.54844713e-01, -1.38519239e+00, -1.30476558e+00, 1.08812843e-02, 1.23800850e+00, -1.77016646e-01, 3.20677966e-01, null, null, null, null, 1.29999995e+00, 1.76767085e-03, 0.00000000e+00
-1.18426478e+00, -9.48758304e-01, -1.32082033e+00, 1.09277256e-02, 1.13719666e+00, -3.02651394e-02, 2.96306849e-01, null, null, null, null, 1.29999995e+00, 1.26262032e-03, 0.00000000e+00
-1.39855468e+00, -2.62976199e-01, -1.23048580e+00, 1.09318942e-02, 1.00082946e+00, 1.30304262e-01, 2.73326665e-01, null, null, null, null, 1.29999995e+00, 7.57569796e-04, 0.00000000e+00
-1.59800100e+00, 6.90593600e-01, -1.02558470e+00, 1.08942324e-02, 8.24919462e-01, 3.06620002e-01, 2.52094179e-01, null, null, null, null, 1.29999995e+00, 2.52519269e-04, 0.00000000e+00
-1.84654319e+00, 2.00254345e+00, -6.98036969e-01, 1.07170381e-02, 6.09746218e-01, 5.51635921e-01, 2.26177096e-01, null, null, null, null, 1.29999995e+00, -2.52531259e-04, 0.00000000e+00
-2.12543130e+00, 3.59818196e+00, -2.54426658e-01, 1.03390599e-02, 3.71820897e-01, 8.37739110e-01, 1.88983083e-01, null, null, null, null, 1.29999995e+00, -7.57581787e-04, 0.00000000e+00
-2.32370782e+00, 4.88505363e+00, 1.68270588e-01, 9.75184515e-03, 2.05016077e-01, 1.00171399e+00, 1.23261288e-01, null, null, null, null, 1.29999995e+00, -1.26263232e-03, 0.00000000e+00
-2.32171011e+00, 5.75987244e+00, 5.21157622e-01, 9.12754796e-03, 1.32722631e-01, 1.00641787e+00, -1.71330385e-02, null, null, null, null, 1.29999995e+00, -1.76768284e-03, 0.00000000e+00
-2.13937473e+00, 6.35176992e+00, 8.73902380e-01, 8.53423402e-03, 1.27307445e-01, 9.34046805e-01, -2.22477809e-01, null, null, null, null, 1.29999995e+00, -2.27273349e-03, 0.00000000e+00
-1.78094077e+00, 6.69549847e+00, 1.26653600e+00, 7.98333250e-03, 1.84288263e-01, 8.48648489e-01, -4.84472632e-01, null, null, null, null, 1.29999995e+00, -2.77778413e-03, 0.00000000e+00
-1.27351940e+00, 6.83673096e+00, 1.70834804e+00, 7.45687913e-03, 2.95980573e-01, 8.31077576e-01, -7.94069588e-01, null, null, null, null, 1.29999995e+00, -3.28283478e-03, 0.00000000e+00
-6.75677717e-01, 6.83525705e+00, 2.14347291e+00, 6.89071184e-03, 4.48251635e-01, 9.66437578e-01, -1.14781022e+00, null, null, null, null, 1.29999995e+00, -3.78788542e-03, 0.00000000e+00
-8.05932805e-02, 6.80440378e+00, 2.34728861e+00, 6.11323165e-03, 6.07818961e-01, 1.27771223e+00, -1.56880951e+00, null, null, null, null, 1.29999995e+00, -4.29293606e-03, 0.00000000e+00
4.51936036e-01, 7.02994013e+00, 2.08070588e+00, 5.11566177e-03, 7.12474406e-01, 1.63688838e+00, -2.03755045e+00, null, null, null, null, 1.29999995e+00, -4.79798671e-03, 0.00000000e+00
9.03811693e-01, 7.66514254e+00, 1.29140556e+00, 3.96056147e-03, 7.01308370e-01, 1.96083295e+00, -2.48206735e+00, null, null, null, null, 1.29999995e+00, -5.30303735e-03, 0.00000000e+00
1.24921942e+00, 8.41304970e+00, 1.07469484e-01, 2.67085386e-03, 5.29256940e-01, 2.11707139e+00, -2.81253886e+00, null, null, null, null, 1.29999995e+00, -5.80808800e-03, 0.00000000e+00
1.45316458e+00, 8.67424202e+00, -1.13520551e+00, 1.39054225e-03, 1.96284801e-01, 2.02950597e+00, -2.94411159e+00, null, null, null, null, 1.29999995e+00, -6.31313864e-03, 0.00000000e+00
1.48744559e+00, 7.99086094e+00, -1.98832130e+00, 2.59988708e-04, -2.47691751e-01, 1.73699355e+00, -2.83334041e+00, null, null, null, null, 1.29999995e+00, -6.81818929e-03, 0.00000000e+00
1.36795259e+00, 6.43852186e+00, -2.11468005e+00, -6.60504040e-04, -7.27956533e-01, 1.26219654e+00, -2.50124335e+00, null, null, null, null, 1.29999995e+00, -7.32323993e-03, 0.00000000e+00
1.17420435e+00, 4.66720486e+00, -1.53373432e+00, -1.27301132e-03, -1.17518497e+00, 5.28161407e-01, -2.01219940e+00, null, null, null, null, 1.29999995e+00, -7.82829057e-03, 0.00000000e+00
9.99090433e-01, 3.43739080e+00, -6.47096455e-01, -1.37981621e-03, -1.53329349e+00, -5.08327007e-01, -1.41411877e+00, null, null, null, null, 1.29999995e+00, -8.33334122e-03, 0.00000000e+00
8.75434935e-01, 2.81066036e+00, 5.91939539e-02, -8.10901634e-04, -1.75572121e+00, -1.79493785e+00, -7.12606907e-01, null, null, null, null, 1.29999995e+00, -8.83839186e-03, 0.00000000e+00
7.72204161e-01, 1.83095717e+00, 3.35832685e-01, 5.59128122e-04, -1.80264294e+00, -3.15382910e+00, 6.98318034e-02, null, null, null, null, 1.29999995e+00, -9.34344251e-03, 0.00000000e+00
6.34625435e-01, -5.44771433e-01, 1.69173211e-01, 2.68488261e-03, -1.64456809e+00, -4.15771580e+00, 8.51754069e-01, null, null, null, null, 1.29999995e+00, -9.84849315e-03, 0.00000000e+00
4.56875861e-01, -3.24918199e+00, -5.32330394e-01, 5.17018186e-03, -1.31573904e+00, -4.44174385e+00, 1.56517053e+00, null, null, null, null, 1.29999995e+00, -1.03535438e-02, 0.00000000e+00
3.11148763e-01, -2.07828689e+00, -2.11559343e+00, 7.66186696e-03, -9.57039833e-01, -4.25840044e+00, 2.18646860e+00, null, null, null, null, 1.29999995e+00, -1.08585944e-02, 0.00000000e+00
2.04296708e-01, 5.70934010e+00, -4.56967211e+00, 1.03439391e-02, -6.79306567e-01, -3.90489244e+00, 2.55158854e+00, null, null, null, null, 1.29999995e+00, -1.13636451e-02, 0.00000000e+00
1.86002925e-01, 1.57298412e+01, -6.82153702e+00, 1.30367829e-02, -4.72756863e-01, -3.03520155e+00, 2.26792097e+00, null, null, null, null, 1.29999995e+00, -1.18686957e-02, 0.00000000e+00
6.00059450e-01, 1.96938667e+01, -7.74146700e+00, 1.48408907e-02, -3.47337723e-01, -2.20206690e+00, 1.66393614e+00, null, null, null, null, 1.29999995e+00, -1.23737464e-02, 0.00000000e+00
1.49430799e+00, 1.58309250e+01, -7.35997486e+00, 1.59928072e-02, -3.58669698e-01, -2.29161954e+00, 1.86560249e+00, null, null, null, null, 1.29999995e+00, -1.28787970e-02, 0.00000000e+00
2.45136690e+00, 9.01932335e+00, -5.89795685e+00, 1.72473192e-02, -6.13056123e-01, -2.88656950e+00, 3.31928515e+00, null, null, null, null, 1.29999995e+00, -1.33838477e-02, 0.00000000e+00
2.97446060e+00, 4.01478434e+00, -3.82407904e+00, 1.88933387e-02, -1.18206501e+00, -2.96555829e+00, 5.53067541e+00, null, null, null, null, 1.29999995e+00, -1.38888983e-02, 0.00000000e+00
2.83151484e+00, 1.14889479e+00, -2.24574661e+00, 2.05065086e-02, -1.98744154e+00, -1.67654300e+00, 7.92557096e+00, null, null, null, null, 1.29999995e+00, -1.43939489e-02, 0.00000000e+00
2.43921399e+00, -4.47528034e-01, -1.74562466e+00, 2.10897550e-02, -2.86768246e+00, 7.50341058e-01, 1.03285885e+01, null, null, null, null, 1.29999995e+00, -1.48989996e-02, 0.00000000e+00
2.11538243e+00, -1.16573644e+00, -2.08595324e+00, 2.00688485e-02, -3.73118138e+00, 3.46634245e+00, 1.26942520e+01, null, null, null, null, 1.29999995e+00, -1.54040502e-02, 0.00000000e+00
1.90099251e+00, -1.09871924e+00, -2.71627307e+00, 1.72341224e-02, -4.50744247e+00, 6.04863453e+00, 1.48413553e+01, null, null, null, null, 1.29999995e+00, -1.59091000e-02, 0.00000000e+00
1.86995327e+00, -1.14476895e+00, -3.61903715e+00, 1.27507523e-02, -5.09408855e+00, 8.22272110e+00, 1.63392181e+01, null, null, null, null, 1.29999995e+00, -1.64141506e-02, 0.00000000e+00
2.18696094e+00, -2.66185522e+00, -5.10540438e+00, 7.04202149e-03, -5.23134518e+00, 8.93923950e+00, 1.63864098e+01, null, null, null, null, 1.29999995e+00, -1.69192012e-02, 0.00000000e+00
2.72606754e+00, -5.15080357e+00, -6.99714279e+00, 1.55259017e-03, -4.92479706e+00, 8.17898941e+00, 1.49777794e+01, null, null, null, null, 1.29999995e+00, -1.74242519e-02, 0.00000000e+00
3.18896341e+00, -6.88049459e+00, -8.86307049e+00, -2.83498596e-03, -4.29295635e+00, 6.41161966e+00, 1.24145641e+01, null, null, null, null, 1.29999995e+00, -1.79293025e-02, 0.00000000e+00
3.63487911e+00, -8.23393631e+00, -1.01747217e+01, -6.05607266e-03, -3.45131993e+00, 4.05537653e+00, 9.46051598e+00, null, null, null, null, 1.29999995e+00, -1.84343532e-02, 0.00000000e+00
4.27398825e+00, -9.45622444e+00, -1.06821251e+01, -7.82454386e-03, -2.38463593e+00, 9.19331253e-01, 6.64305162e+00, null, null, null, null, 1.29999995e+00, -1.89394038e-02, 0.00000000e+00
5.02220726e+00, -9.66936111e+00, -1.04114017e+01, -7.50827324e-03, -1.18419337e+00, -2.60409307e+00, 4.32057953e+00, null, null, null, null, 1.29999995e+00, -1.94444545e-02, 0.00000000e+00
5.37333202e+00, -8.36509514e+00, -9.73957634e+00, -5.13163023e-03, -2.83537954e-01, -4.95388126e+00, 2.91720343e+00, null, null, null, null, 1.29999995e+00, -1.99495051e-02, 0.00000000e+00
4.45452976e+00, -4.11821651e+00, -9.15534878e+00, -1.98361021e-03, -1.33133888e-01, -5.42905760e+00, 2.68501496e+00, null, null, null, null, 1.29999995e+00, -2.04545557e-02, 0.00000000e+00
2.90944815e+00, 1.12801993e+00, -9.85492420e+00, 1.03830779e-03, -5.80956399e-01, -5.43115520e+00, 3.46229506e+00, null, null, null, null, 1.29999995e+00, -2.09596064e-02, 0.00000000e+00
1.20773792e+00, 1.15441227e+01, -1.25316353e+01, 4.39498154e-03, -1.27395964e+00, -4.62209463e+00, 4.44323826e+00, null, null, null, null, 1.29999995e+00, -2.14646570e-02, 0.00000000e+00
-7.46699691e-01, 2.69479427e+01, -1.53917856e+01, 6.51004398e-03, -1.97711384e+00, -5.17239511e-01, 4.22867441e+00, null, null, null, null, 1.29999995e+00, -2.19697077e-02, 0.00000000e+00
-8.31084251e-01, 3.65337296e+01, -1.06196041e+01, 5.36880875e-03, -2.12388349e+00, 4.13404655e+00, 2.83721328e+00, null, null, null, null, 1.29999995e+00, -2.24747583e-02, 0.00000000e+00
1.88986099e+00, 3.79069519e+01, 6.26192272e-01, 2.34420272e-03, -1.41119587e+00, 5.31008101e+00, 1.62696767e+00, null, null, null, null, 1.29999995e+00, -2.29798090e-02, 0.00000000e+00
3.84759808e+00, 5.46130676e+01, 5.75052166e+00, 1.95807370e-05, -6.94636583e-01, 4.38868093e+00, 9.22358930e-01, null, null, null, null, 1.29999995e+00, -2.34848596e-02, 0.00000000e+00
3.88508272e+00, 8.56210022e+01, 6.52438450e+00, -1.50041166e-03, -3.35459560e-01, 1.88321245e+00, 3.18559051e-01, null, null, null, null, 1.29999995e+00, -2.39899103e-02, 0.00000000e+00
1.61852527e+00, 1.63159225e+02, 9.67572498e+00, -1.00326142e-03, -8.45772773e-02, -1.66519046e+00, -2.12352201e-02, null, null, null, null, 1.29999995e+00, -2.44949609e-02, 0.00000000e+00
7.01214932e-03, 1.54860855e+02, 3.02065897e+00, 0.00000000e+00, -7.28482008e-03, -3.53963494e-01, -3.10747363e-02, 2.17684135e-01, 2.17630401e-01, 0.00000000e+00, 4.83699609e-03, 1.29999995e+00, -2.50000115e-02, 0.00000000e+00
