nodenumber;    x-coordinate;    y-coordinate;    z-coordinate;skin-friction-coef
6686; 2.367416024E-01;-2.902006730E-02; 3.099999949E-02; 3.637786508E-01
6718; 2.382172644E-01;-2.893881872E-02; 3.099999949E-02; 3.609429002E-01
6755; 2.396935821E-01;-2.885890752E-02; 3.099999949E-02; 3.594190478E-01
6784; 2.411704659E-01;-2.877936885E-02; 3.099999949E-02; 3.592850268E-01
6822; 2.426477969E-01;-2.869924530E-02; 3.099999949E-02; 3.610485196E-01
6857; 2.441255748E-01;-2.861756459E-02; 3.099999949E-02; 3.650451601E-01
6859; 2.441522479E-01;-2.861604653E-02; 3.099999949E-02; 3.651542664E-01
6897; 2.456037253E-01;-2.853352018E-02; 3.099999949E-02; 3.710465133E-01
6934; 2.470822483E-01;-2.844751626E-02; 3.099999949E-02; 3.783825636E-01
6973; 2.485611737E-01;-2.836050466E-02; 3.099999949E-02; 3.856803775E-01
7014; 2.500405610E-01;-2.827343717E-02; 3.099999949E-02; 3.921567798E-01
7051; 2.515204549E-01;-2.818727680E-02; 3.099999949E-02; 3.971715569E-01
7088; 2.530008852E-01;-2.810298651E-02; 3.099999949E-02; 4.004945755E-01
7123; 2.544818819E-01;-2.802152745E-02; 3.099999949E-02; 4.018689394E-01
7160; 2.559635341E-01;-2.794386446E-02; 3.099999949E-02; 4.004845321E-01
7191; 2.574458122E-01;-2.787085809E-02; 3.099999949E-02; 3.964753449E-01
7225; 2.589286864E-01;-2.780230716E-02; 3.099999949E-02; 3.910114169E-01
7258; 2.604121268E-01;-2.773738466E-02; 3.099999949E-02; 3.852183819E-01
7287; 2.618960738E-01;-2.767525055E-02; 3.100000136E-02; 3.799295127E-01
7315; 2.633804977E-01;-2.761506662E-02; 3.099999949E-02; 3.754778802E-01
7320; 2.634666562E-01;-2.761163749E-02; 3.099999949E-02; 3.752794862E-01
7340; 2.648652792E-01;-2.755599096E-02; 3.099999949E-02; 3.720707893E-01
7369; 2.663505077E-01;-2.749718539E-02; 3.099999949E-02; 3.702895343E-01
7400; 2.678360939E-01;-2.743780240E-02; 3.099999949E-02; 3.703991473E-01
7431; 2.693219483E-01;-2.737700194E-02; 3.100000136E-02; 3.724681735E-01
7459; 2.708080709E-01;-2.731421590E-02; 3.099999763E-02; 3.763918281E-01
7496; 2.722944915E-01;-2.724994905E-02; 3.100000136E-02; 3.809311986E-01
7531; 2.737811506E-01;-2.718494646E-02; 3.099999949E-02; 3.851972818E-01
7560; 2.752681375E-01;-2.711996250E-02; 3.099999949E-02; 3.884728551E-01
7597; 2.767554820E-01;-2.705574967E-02; 3.099999949E-02; 3.907614946E-01
7633; 2.782431245E-01;-2.699305862E-02; 3.099999949E-02; 3.897276521E-01
7664; 2.797311246E-01;-2.693264000E-02; 3.099999949E-02; 3.885111213E-01
