nodenumber;    x-coordinate;    y-coordinate;    z-coordinate;skin-friction-coef
7756; 3.051143289E-01;-2.614329010E-02; 3.370669358E-13; 2.077681720E-01
7784; 3.066020906E-01;-2.609709091E-02;-1.703039099E-11; 1.824050993E-01
7809; 3.080900609E-01;-2.605227567E-02; 4.484911054E-11; 1.539128125E-01
7833; 3.095782101E-01;-2.600935102E-02;-2.307556923E-12; 1.232496500E-01
7858; 3.110665381E-01;-2.596881799E-02; 3.300712481E-11; 9.077677876E-02
7874; 3.125551045E-01;-2.593117207E-02; 2.331757010E-11; 5.888038874E-02
7897; 3.140438199E-01;-2.589647844E-02; 6.485512127E-11; 3.027621098E-02
7916; 3.155326843E-01;-2.586434968E-02; 4.721880525E-11; 9.913321584E-03
7937; 3.170216680E-01;-2.583437040E-02;-2.837033386E-11; 1.098320540E-02
103199; 3.185108006E-01;-2.580612712E-02; 5.333411082E-07; 1.947504468E-02
7968; 3.199999928E-01;-2.577920258E-02; 6.938893904E-17; 3.702086955E-02
7971; 3.203275204E-01;-2.577341720E-02;-2.402765487E-11; 3.270134702E-02
7976; 3.206550777E-01;-2.576767094E-02;-4.777435392E-11; 2.090382390E-02
7979; 3.209826052E-01;-2.576196007E-02;-7.128969637E-11; 2.345463820E-02
7987; 3.213101625E-01;-2.575628087E-02;-9.461031958E-11; 2.487499267E-02
7992; 3.216376901E-01;-2.575062588E-02;-1.177603293E-10; 2.638417482E-02
7996; 3.219652474E-01;-2.574499324E-02;-1.407515771E-10; 2.861908264E-02
7998; 3.222928047E-01;-2.573937736E-02;-1.635843683E-10; 3.004247323E-02
8004; 3.226203620E-01;-2.573377453E-02;-1.862479060E-10; 2.624456771E-02
8007; 3.229479492E-01;-2.572818100E-02;-2.087204715E-10; 2.000326477E-02
8013; 3.232755065E-01;-2.572259121E-02;-2.309705205E-10; 1.576230861E-02
8017; 3.236030936E-01;-2.571699955E-02;-2.529564336E-10; 9.258702397E-03
8020; 3.239306808E-01;-2.571127191E-02;-6.663392060E-09; 3.832908114E-03
8068; 3.281306624E-01;-2.563731000E-02;-4.334033132E-14; 2.515346929E-02
8070; 3.284530938E-01;-2.563129552E-02; 4.101507745E-10; 3.680665791E-02
8075; 3.287755251E-01;-2.562522143E-02; 4.101551876E-10; 5.087624490E-02
8080; 3.290979564E-01;-2.561909333E-02; 4.101615159E-10; 5.630263686E-02
