Velocity u.Gradient X [ s^-1 ], Velocity u.Gradient Y [ s^-1 ], Velocity u.Gradient Z [ s^-1 ], Velocity v [ m s^-1 ], Velocity v.Gradient X [ s^-1 ], Velocity v.Gradient Y [ s^-1 ], Velocity v.Gradient Z [ s^-1 ], Wall Shear [ Pa ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ], X [ m ], Y [ m ], Z [ m ]
-7.67593086e-01, 6.50830328e-01, 5.80946624e-01, -6.55722106e-03, 7.33165085e-01, 9.96620730e-02, -3.77705157e-01, null, null, null, null, 4.00000006e-01, -1.43939368e-02, 0.00000000e+00
-7.02260911e-01, 5.96821904e-01, 4.98729587e-01, -6.49710838e-03, 7.13893414e-01, 1.62899077e-01, -3.69376302e-01, null, null, null, null, 4.00000006e-01, -1.38888862e-02, 0.00000000e+00
-6.40211105e-01, 5.89046955e-01, 4.26516473e-01, -6.40608929e-03, 6.91062987e-01, 2.15181217e-01, -3.54536235e-01, null, null, null, null, 4.00000006e-01, -1.33838356e-02, 0.00000000e+00
-5.81526518e-01, 5.72264075e-01, 3.70691270e-01, -6.29515154e-03, 6.63115323e-01, 2.56952941e-01, -3.34553123e-01, null, null, null, null, 4.00000006e-01, -1.28787849e-02, 0.00000000e+00
-5.26112139e-01, 5.37691772e-01, 3.29478383e-01, -6.16865372e-03, 6.30660415e-01, 2.91384667e-01, -3.09590548e-01, null, null, null, null, 4.00000006e-01, -1.23737343e-02, 0.00000000e+00
-4.75327462e-01, 5.07981062e-01, 2.97928035e-01, -6.02799933e-03, 5.95436037e-01, 3.17392439e-01, -2.80301780e-01, null, null, null, null, 4.00000006e-01, -1.18686836e-02, 0.00000000e+00
-4.30509031e-01, 4.72849429e-01, 2.72425532e-01, -5.87563030e-03, 5.58891654e-01, 3.35999727e-01, -2.47106954e-01, null, null, null, null, 4.00000006e-01, -1.13636330e-02, 0.00000000e+00
-3.90513927e-01, 4.32180911e-01, 2.50423104e-01, -5.71292313e-03, 5.22349596e-01, 3.48631114e-01, -2.11787939e-01, null, null, null, null, 4.00000006e-01, -1.08585823e-02, 0.00000000e+00
-3.53236914e-01, 4.05234873e-01, 2.30335355e-01, -5.54134976e-03, 4.86662507e-01, 3.55776757e-01, -1.76869035e-01, null, null, null, null, 4.00000006e-01, -1.03535317e-02, 0.00000000e+00
-3.17254066e-01, 3.96702409e-01, 2.11352557e-01, -5.36536379e-03, 4.52281535e-01, 3.55305225e-01, -1.43454984e-01, null, null, null, null, 4.00000006e-01, -9.84848104e-03, 0.00000000e+00
-2.82436192e-01, 3.95721287e-01, 1.93262905e-01, -5.18926000e-03, 4.19557303e-01, 3.48220527e-01, -1.12031162e-01, null, null, null, null, 4.00000006e-01, -9.34343040e-03, 0.00000000e+00
-2.50264823e-01, 3.82428318e-01, 1.76736861e-01, -5.01942867e-03, 3.88633788e-01, 3.37684035e-01, -8.31775442e-02, null, null, null, null, 4.00000006e-01, -8.83837976e-03, 0.00000000e+00
-2.20158368e-01, 3.42962533e-01, 1.61710158e-01, -4.84621106e-03, 3.61015409e-01, 3.24783921e-01, -5.76148331e-02, null, null, null, null, 4.00000006e-01, -8.33332911e-03, 0.00000000e+00
-1.92802921e-01, 2.92737305e-01, 1.48114160e-01, -4.68108803e-03, 3.35920781e-01, 3.11312824e-01, -3.53505947e-02, null, null, null, null, 4.00000006e-01, -7.82827847e-03, 0.00000000e+00
-1.67088687e-01, 2.57789075e-01, 1.34935185e-01, -4.52294853e-03, 3.13399255e-01, 2.96807498e-01, -1.65723264e-02, null, null, null, null, 4.00000006e-01, -7.32322782e-03, 0.00000000e+00
-1.42727226e-01, 2.38028944e-01, 1.22065648e-01, -4.37241420e-03, 2.93191731e-01, 2.80319601e-01, -1.27302459e-03, null, null, null, null, 4.00000006e-01, -6.81817718e-03, 0.00000000e+00
-1.19988501e-01, 2.25272939e-01, 1.09947801e-01, -4.23133001e-03, 2.75234610e-01, 2.62939334e-01, 1.07987672e-02, null, null, null, null, 4.00000006e-01, -6.31312653e-03, 0.00000000e+00
-9.94478315e-02, 2.23204643e-01, 9.88779217e-02, -4.09949291e-03, 2.59427428e-01, 2.46537462e-01, 2.01053806e-02, null, null, null, null, 4.00000006e-01, -5.80807589e-03, 0.00000000e+00
-8.16715509e-02, 2.30316892e-01, 8.88957083e-02, -3.97548731e-03, 2.45659828e-01, 2.32157096e-01, 2.71305554e-02, null, null, null, null, 4.00000006e-01, -5.30302525e-03, 0.00000000e+00
-6.68496937e-02, 2.32921213e-01, 7.99569041e-02, -3.85825243e-03, 2.33796775e-01, 2.19884500e-01, 3.23986225e-02, null, null, null, null, 4.00000006e-01, -4.79797460e-03, 0.00000000e+00
-5.46627864e-02, 2.26236969e-01, 7.19218180e-02, -3.74595216e-03, 2.23533839e-01, 2.07315534e-01, 3.65631208e-02, null, null, null, null, 4.00000006e-01, -4.29292396e-03, 0.00000000e+00
-4.46410291e-02, 2.21161351e-01, 6.46351427e-02, -3.64328083e-03, 2.14430273e-01, 1.99059755e-01, 4.02147174e-02, null, null, null, null, 4.00000006e-01, -3.78787331e-03, 0.00000000e+00
-3.63359004e-02, 2.05978960e-01, 5.81909530e-02, -3.54060018e-03, 2.06201091e-01, 1.90245524e-01, 4.35084626e-02, null, null, null, null, 4.00000006e-01, -3.28282267e-03, 0.00000000e+00
-2.90057212e-02, 1.65337861e-01, 5.26858270e-02, -3.44559131e-03, 1.98803663e-01, 1.84027597e-01, 4.62642238e-02, null, null, null, null, 4.00000006e-01, -2.77777202e-03, 0.00000000e+00
-2.19719224e-02, 1.24868296e-01, 4.79148030e-02, -3.35055124e-03, 1.92226768e-01, 1.75782457e-01, 4.84675318e-02, null, null, null, null, 4.00000006e-01, -2.27272138e-03, 0.00000000e+00
-1.48283737e-02, 1.16081655e-01, 4.33607996e-02, -3.25940549e-03, 1.86295122e-01, 1.66573301e-01, 5.01619317e-02, null, null, null, null, 4.00000006e-01, -1.76767085e-03, 0.00000000e+00
-7.48554291e-03, 1.59691781e-01, 3.85037959e-02, -3.17891897e-03, 1.80701688e-01, 1.60510078e-01, 5.13746664e-02, null, null, null, null, 4.00000006e-01, -1.26262032e-03, 0.00000000e+00
-5.81211643e-04, 2.19021887e-01, 3.34825777e-02, -3.09145846e-03, 1.74517065e-01, 1.62046671e-01, 5.16907535e-02, null, null, null, null, 4.00000006e-01, -7.57569796e-04, 0.00000000e+00
5.72183356e-03, 2.02232301e-01, 2.97219809e-02, -3.01223947e-03, 1.67306006e-01, 1.47090048e-01, 5.10114580e-02, null, null, null, null, 4.00000006e-01, -2.52519269e-04, 0.00000000e+00
1.09212268e-02, 1.67769343e-01, 2.72520818e-02, -2.94232252e-03, 1.60888731e-01, 1.36060461e-01, 4.99554314e-02, null, null, null, null, 4.00000006e-01, 2.52531259e-04, 0.00000000e+00
1.52416378e-02, 1.34136662e-01, 2.57849507e-02, -2.87958980e-03, 1.55478626e-01, 1.32888258e-01, 4.87644002e-02, null, null, null, null, 4.00000006e-01, 7.57581787e-04, 0.00000000e+00
1.92986131e-02, 1.25901625e-01, 2.42798552e-02, -2.81145843e-03, 1.50570080e-01, 1.29693568e-01, 4.74186540e-02, null, null, null, null, 4.00000006e-01, 1.26263232e-03, 0.00000000e+00
2.31712796e-02, 1.41154289e-01, 2.27440652e-02, -2.73847347e-03, 1.46084160e-01, 1.26498535e-01, 4.59274687e-02, null, null, null, null, 4.00000006e-01, 1.76768284e-03, 0.00000000e+00
2.61751097e-02, 1.51031032e-01, 2.10365318e-02, -2.67613726e-03, 1.42107010e-01, 1.22832671e-01, 4.41988446e-02, null, null, null, null, 4.00000006e-01, 2.27273349e-03, 0.00000000e+00
2.84349248e-02, 1.56378284e-01, 1.91711877e-02, -2.62293871e-03, 1.38545364e-01, 1.18774511e-01, 4.22648042e-02, null, null, null, null, 4.00000006e-01, 2.77778413e-03, 0.00000000e+00
2.98272967e-02, 1.54669240e-01, 1.73557103e-02, -2.56338390e-03, 1.35325447e-01, 1.16816089e-01, 4.02815305e-02, null, null, null, null, 4.00000006e-01, 3.28283478e-03, 0.00000000e+00
3.05132214e-02, 1.47390246e-01, 1.55709051e-02, -2.49883672e-03, 1.32381946e-01, 1.16511062e-01, 3.82560790e-02, null, null, null, null, 4.00000006e-01, 3.78788542e-03, 0.00000000e+00
3.09630297e-02, 1.45606279e-01, 1.41104534e-02, -2.44111614e-03, 1.29707485e-01, 1.15119599e-01, 3.65308225e-02, null, null, null, null, 4.00000006e-01, 4.29293606e-03, 0.00000000e+00
3.12221628e-02, 1.47758186e-01, 1.28858080e-02, -2.38832389e-03, 1.27255023e-01, 1.12941921e-01, 3.50168347e-02, null, null, null, null, 4.00000006e-01, 4.79798671e-03, 0.00000000e+00
3.15193571e-02, 1.49631023e-01, 1.20187514e-02, -2.33071879e-03, 1.25000477e-01, 1.11898661e-01, 3.35083976e-02, null, null, null, null, 4.00000006e-01, 5.30303735e-03, 0.00000000e+00
3.18309702e-02, 1.51327521e-01, 1.13976225e-02, -2.26983754e-03, 1.22897968e-01, 1.11610740e-01, 3.19948643e-02, null, null, null, null, 4.00000006e-01, 5.80808800e-03, 0.00000000e+00
3.19999047e-02, 1.49879068e-01, 1.08493352e-02, -2.21404526e-03, 1.20839126e-01, 1.10695712e-01, 3.02360766e-02, null, null, null, null, 4.00000006e-01, 6.31313864e-03, 0.00000000e+00
3.20832990e-02, 1.46522999e-01, 1.03560667e-02, -2.16132170e-03, 1.18805036e-01, 1.09400429e-01, 2.83243209e-02, null, null, null, null, 4.00000006e-01, 6.81818929e-03, 0.00000000e+00
3.21141556e-02, 1.45168290e-01, 9.69136599e-03, -2.10488401e-03, 1.16677217e-01, 1.09014831e-01, 2.66798474e-02, null, null, null, null, 4.00000006e-01, 7.32323993e-03, 0.00000000e+00
3.21269482e-02, 1.44923031e-01, 8.93964991e-03, -2.04630382e-03, 1.14483088e-01, 1.09146394e-01, 2.51897220e-02, null, null, null, null, 4.00000006e-01, 7.82829057e-03, 0.00000000e+00
3.20751071e-02, 1.47805661e-01, 8.07588547e-03, -1.99151505e-03, 1.12316586e-01, 1.07451528e-01, 2.40669511e-02, null, null, null, null, 4.00000006e-01, 8.33334122e-03, 0.00000000e+00
3.20017226e-02, 1.52323589e-01, 7.15746917e-03, -1.93860510e-03, 1.10144831e-01, 1.04795136e-01, 2.31368579e-02, null, null, null, null, 4.00000006e-01, 8.83839186e-03, 0.00000000e+00
3.15993577e-02, 1.52929351e-01, 6.42527547e-03, -1.88557291e-03, 1.08249970e-01, 1.03683054e-01, 2.20335349e-02, null, null, null, null, 4.00000006e-01, 9.34344251e-03, 0.00000000e+00
3.10529880e-02, 1.51715457e-01, 5.78104006e-03, -1.83245703e-03, 1.06471717e-01, 1.03282802e-01, 2.08474472e-02, null, null, null, null, 4.00000006e-01, 9.84849315e-03, 0.00000000e+00
3.04680802e-02, 1.50773823e-01, 5.39901946e-03, -1.77962007e-03, 1.04978748e-01, 1.01739928e-01, 1.95079371e-02, null, null, null, null, 4.00000006e-01, 1.03535438e-02, 0.00000000e+00
2.98783537e-02, 1.49916619e-01, 5.12808748e-03, -1.72688416e-03, 1.03605732e-01, 9.97050554e-02, 1.80986822e-02, null, null, null, null, 4.00000006e-01, 1.08585944e-02, 0.00000000e+00
2.94019319e-02, 1.53236672e-01, 4.80031734e-03, -1.67769019e-03, 1.02355756e-01, 9.72320959e-02, 1.67338271e-02, null, null, null, null, 4.00000006e-01, 1.13636451e-02, 0.00000000e+00
2.89748665e-02, 1.58187449e-01, 4.44312952e-03, -1.62986293e-03, 1.01144120e-01, 9.45817828e-02, 1.53836915e-02, null, null, null, null, 4.00000006e-01, 1.18686957e-02, 0.00000000e+00
2.83810720e-02, 1.60257787e-01, 3.82284541e-03, -1.58389285e-03, 1.00065991e-01, 9.25655216e-02, 1.41003784e-02, null, null, null, null, 4.00000006e-01, 1.23737464e-02, 0.00000000e+00
2.77276319e-02, 1.61329955e-01, 3.10244970e-03, -1.53853849e-03, 9.90147814e-02, 9.07556117e-02, 1.28367599e-02, null, null, null, null, 4.00000006e-01, 1.28787970e-02, 0.00000000e+00
2.70900261e-02, 1.62117749e-01, 2.41933344e-03, -1.49424491e-03, 9.81743038e-02, 8.92238915e-02, 1.17674237e-02, null, null, null, null, 4.00000006e-01, 1.33838477e-02, 0.00000000e+00
2.64621209e-02, 1.62801161e-01, 1.74182619e-03, -1.45030743e-03, 9.73843634e-02, 8.77766833e-02, 1.07532265e-02, null, null, null, null, 4.00000006e-01, 1.38888983e-02, 0.00000000e+00
2.58997660e-02, 1.65539742e-01, 1.47064589e-03, -1.40701339e-03, 9.67656374e-02, 8.58480483e-02, 9.83419549e-03, null, null, null, null, 4.00000006e-01, 1.43939489e-02, 0.00000000e+00
2.53592692e-02, 1.68863744e-01, 1.30873604e-03, -1.36387593e-03, 9.61960182e-02, 8.37922022e-02, 8.93276744e-03, null, null, null, null, 4.00000006e-01, 1.48989996e-02, 0.00000000e+00
2.46546492e-02, 1.71951219e-01, 1.32521952e-03, -1.32224697e-03, 9.57425162e-02, 8.09192955e-02, 8.23514350e-03, null, null, null, null, 4.00000006e-01, 1.54040502e-02, 0.00000000e+00
2.38944683e-02, 1.74973384e-01, 1.38941244e-03, -1.28095981e-03, 9.53425467e-02, 7.78568238e-02, 7.58075621e-03, null, null, null, null, 4.00000006e-01, 1.59091000e-02, 0.00000000e+00
2.33257897e-02, 1.78790346e-01, 1.30174507e-03, -1.24194985e-03, 9.48347971e-02, 7.45738521e-02, 7.11628655e-03, null, null, null, null, 4.00000006e-01, 1.64141506e-02, 0.00000000e+00
2.28507947e-02, 1.82770848e-01, 1.17874821e-03, -1.20328774e-03, 9.42953825e-02, 7.12109581e-02, 6.70923945e-03, null, null, null, null, 4.00000006e-01, 1.69192012e-02, 0.00000000e+00
2.29780320e-02, 1.81989133e-01, 9.11256066e-04, -1.16797886e-03, 9.35123265e-02, 6.60424978e-02, 6.04441762e-03, null, null, null, null, 4.00000006e-01, 1.74242519e-02, 0.00000000e+00
2.31977738e-02, 1.80267453e-01, 6.35544944e-04, -1.13330234e-03, 9.27120447e-02, 6.05458170e-02, 5.32331131e-03, null, null, null, null, 4.00000006e-01, 1.79293025e-02, 0.00000000e+00
2.30023917e-02, 1.23137385e-01, 4.18362062e-04, -1.10563263e-03, 9.20303464e-02, 5.54819554e-02, 4.28391341e-03, null, null, null, null, 4.00000006e-01, 1.84343532e-02, 0.00000000e+00
2.27245670e-02, 5.70802912e-02, 2.26465854e-04, -1.07904687e-03, 9.13791284e-02, 5.04753105e-02, 3.19119752e-03, null, null, null, null, 4.00000006e-01, 1.89394038e-02, 0.00000000e+00
1.78942699e-02, -3.32247078e-01, 6.62535662e-04, -1.05506228e-03, 9.09869671e-02, 4.39695343e-02, 1.97658571e-03, null, null, null, null, 4.00000006e-01, 1.94444545e-02, 0.00000000e+00
1.24461791e-02, -7.65163362e-01, 1.17980596e-03, -1.03141577e-03, 9.06165466e-02, 3.72678861e-02, 7.54686247e-04, null, null, null, null, 4.00000006e-01, 1.99495051e-02, 0.00000000e+00
-1.01216724e-02, -2.74155903e+00, 3.94809851e-03, -1.01747410e-03, 8.99184793e-02, 4.05897945e-02, -1.38575590e-04, null, null, null, null, 4.00000006e-01, 2.04545557e-02, 0.00000000e+00
-3.45974416e-02, -4.88769770e+00, 6.96459040e-03, -1.00453082e-03, 8.91679823e-02, 4.50607017e-02, -9.78871481e-04, null, null, null, null, 4.00000006e-01, 2.09596064e-02, 0.00000000e+00
-1.00449160e-01, -1.28835335e+01, 8.86242092e-03, -9.73466667e-04, 8.80618989e-02, 6.44702017e-02, -1.26136281e-03, null, null, null, null, 4.00000006e-01, 2.14646570e-02, 0.00000000e+00
-1.70061722e-01, -2.13841057e+01, 1.07381810e-02, -9.40721948e-04, 8.69456008e-02, 8.51510093e-02, -1.48376625e-03, null, null, null, null, 4.00000006e-01, 2.19697077e-02, 0.00000000e+00
-2.76632428e-01, -4.32321815e+01, 6.11984590e-03, -8.86781374e-04, 8.16580951e-02, 1.64199084e-01, -1.55347714e-03, null, null, null, null, 4.00000006e-01, 2.24747583e-02, 0.00000000e+00
-3.86035115e-01, -6.59301224e+01, 1.18454080e-03, -8.31464189e-04, 7.61099830e-02, 2.47485533e-01, -1.62271049e-03, null, null, null, null, 4.00000006e-01, 2.29798090e-02, 0.00000000e+00
-4.34978127e-01, -8.35633469e+01, -2.89232237e-03, -6.39576989e-04, 6.13438711e-02, 3.25473011e-01, -1.54070184e-03, null, null, null, null, 4.00000006e-01, 2.34848596e-02, 0.00000000e+00
-4.81768131e-01, -1.00994843e+02, -6.98041031e-03, -4.41012817e-04, 4.61364873e-02, 4.03808951e-01, -1.47492997e-03, null, null, null, null, 4.00000006e-01, 2.39899103e-02, 0.00000000e+00
-4.70373362e-01, -1.02737366e+02, -6.74720854e-03, -2.21366659e-04, 3.58446985e-02, 4.10702884e-01, -1.33302645e-03, 1.65397555e-01, 1.65397450e-01, 0.00000000e+00, 1.79409297e-04, 4.00000006e-01, 2.44949609e-02, 0.00000000e+00
-4.53051686e-01, -1.04127106e+02, -3.50288255e-03, 0.00000000e+00, 2.60141958e-02, 4.10274088e-01, -1.10712089e-03, 1.65223256e-01, 1.65223241e-01, 0.00000000e+00, 6.96419738e-05, 4.00000006e-01, 2.50000115e-02, 0.00000000e+00
